1.0,12.0,12.0,0.0,0.0,0.0,0.0,-30.12133436000002
1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.5222295200000246
1.0,12.0,12.0,0.0,0.0,1.0,0.0,0.5222295200000246
1.0,11.0,12.0,0.0,0.0,0.0,0.0,31.165793400000013
1.0,11.0,12.0,0.0,0.0,1.0,1.0,2.921845200000014
1.0,10.0,12.0,0.0,0.0,0.0,1.0,1.9218452000000141
1.0,10.0,11.0,0.0,0.0,0.0,0.0,-25.322102999999984
1.0,10.0,11.0,0.0,0.0,0.0,1.0,5.321460880000004
1.0,10.0,10.0,0.0,0.0,1.0,0.0,7.721076559999993
1.0,9.0,10.0,0.0,0.0,1.0,1.0,35.96502475999999
1.0,8.0,10.0,0.0,0.0,0.0,1.0,7.721076559999993
1.0,8.0,9.0,0.0,0.0,0.0,0.0,7.721076559999993
1.0,8.0,9.0,0.0,0.0,0.0,0.0,7.721076559999993
1.0,8.0,9.0,0.0,0.0,0.0,0.0,8.721076559999993
1.0,8.0,9.0,0.0,0.0,0.0,0.0,38.36464044000001
1.0,8.0,9.0,0.0,0.0,1.0,0.0,10.120692240000011
1.0,7.0,9.0,0.0,0.0,0.0,1.0,10.120692240000011
1.0,7.0,8.0,0.0,0.0,0.0,0.0,10.120692240000011
1.0,7.0,8.0,0.0,0.0,0.0,0.0,10.120692240000011
1.0,7.0,8.0,0.0,0.0,0.0,0.0,-19.123255959999987
1.0,7.0,8.0,0.0,0.0,1.0,1.0,-18.123255959999987
1.0,7.0,7.0,0.0,0.0,0.0,0.0,-18.123255959999987
1.0,7.0,7.0,0.0,0.0,1.0,0.0,12.52030792
1.0,7.0,7.0,0.0,0.0,2.0,1.0,-17.723640279999998
1.0,6.0,7.0,0.0,0.0,1.0,1.0,-17.723640279999998
1.0,6.0,6.0,1.0,0.0,0.0,0.0,-17.723640279999998
1.0,6.0,6.0,1.0,0.0,0.0,0.0,12.91992359999999
1.0,6.0,6.0,1.0,0.0,1.0,1.0,-15.324024600000008
1.0,5.0,6.0,1.0,0.0,0.0,1.0,-16.32402460000001
1.0,5.0,5.0,1.0,0.0,0.0,0.0,-43.56797280000001
1.0,5.0,5.0,1.0,0.0,0.0,1.0,-11.92440891999999
1.0,5.0,4.0,1.0,0.0,1.0,0.0,-11.92440891999999
1.0,4.0,4.0,0.0,0.0,0.0,0.0,18.719154959999997
1.0,4.0,4.0,0.0,0.0,1.0,1.0,-9.524793240000001
1.0,3.0,4.0,0.0,0.0,0.0,1.0,-9.524793240000001
1.0,3.0,3.0,0.0,0.0,0.0,0.0,-9.524793240000001
1.0,3.0,3.0,0.0,0.0,0.0,0.0,22.11877064
1.0,3.0,3.0,0.0,0.0,1.0,1.0,22.11877064
1.0,2.0,3.0,0.0,0.0,0.0,0.0,22.11877064
1.0,2.0,3.0,0.0,0.0,0.0,0.0,22.11877064
1.0,2.0,3.0,0.0,0.0,0.0,0.0,53.762334519999996
1.0,2.0,3.0,0.0,0.0,1.0,1.0,53.762334519999996
1.0,1.0,3.0,0.0,0.0,0.0,0.0,53.762334519999996
1.0,1.0,3.0,0.0,0.0,0.0,0.0,53.762334519999996
1.0,1.0,3.0,0.0,0.0,0.0,0.0,100.0
1.0,1.0,3.0,0.0,0.0,1.0,1.0,53.762334519999996
1.0,0.0,3.0,0.0,0.0,0.0,0.0,100.0
1.0,12.0,12.0,0.0,0.0,0.0,0.0,-30.12133436000002
1.0,12.0,12.0,0.0,0.0,1.0,0.0,-0.47777047999997535
1.0,12.0,12.0,0.0,0.0,1.0,0.0,-28.721718679999974
1.0,11.0,12.0,0.0,0.0,0.0,1.0,-27.721718679999974
1.0,11.0,11.0,0.0,0.0,0.0,0.0,-27.721718679999974
1.0,11.0,11.0,0.0,0.0,1.0,0.0,2.921845200000014
1.0,11.0,11.0,0.0,0.0,1.0,0.0,2.921845200000014
1.0,10.0,11.0,0.0,0.0,0.0,0.0,33.56540908
1.0,10.0,11.0,0.0,0.0,1.0,1.0,5.321460880000004
1.0,9.0,11.0,0.0,0.0,0.0,1.0,5.321460880000004
1.0,9.0,10.0,0.0,0.0,0.0,0.0,6.321460880000004
1.0,9.0,10.0,0.0,0.0,0.0,0.0,36.96502475999999
1.0,9.0,10.0,0.0,0.0,1.0,0.0,37.96502475999999
1.0,8.0,10.0,0.0,0.0,0.0,0.0,67.60858864000001
1.0,8.0,10.0,0.0,0.0,1.0,0.0,39.36464044000001
1.0,7.0,10.0,0.0,0.0,0.0,1.0,39.36464044000001
1.0,7.0,9.0,0.0,0.0,0.0,0.0,40.36464044000001
1.0,7.0,9.0,0.0,0.0,0.0,0.0,70.00820432
1.0,7.0,9.0,0.0,0.0,1.0,0.0,41.76425612
1.0,6.0,9.0,0.0,0.0,0.0,1.0,41.76425612
1.0,6.0,8.0,0.0,0.0,0.0,0.0,40.76425612
1.0,6.0,8.0,0.0,0.0,0.0,0.0,73.40781999999999
1.0,6.0,8.0,0.0,0.0,1.0,2.0,73.40781999999999
1.0,5.0,8.0,0.0,0.0,0.0,0.0,73.40781999999999
1.0,5.0,8.0,0.0,0.0,0.0,0.0,73.40781999999999
1.0,5.0,8.0,0.0,0.0,0.0,0.0,104.05138388
1.0,5.0,8.0,0.0,0.0,1.0,1.0,75.80743568
1.0,4.0,8.0,0.0,0.0,0.0,1.0,75.80743568
1.0,4.0,7.0,0.0,0.0,0.0,0.0,76.80743568
1.0,4.0,7.0,0.0,0.0,0.0,0.0,107.45099955999999
1.0,4.0,7.0,0.0,0.0,1.0,0.0,107.45099955999999
1.0,3.0,7.0,0.0,0.0,0.0,0.0,140.09456344
1.0,3.0,7.0,0.0,0.0,1.0,1.0,140.09456344
1.0,2.0,7.0,0.0,1.0,0.0,0.0,140.09456344
1.0,2.0,7.0,0.0,1.0,0.0,0.0,140.09456344
1.0,2.0,7.0,0.0,1.0,0.0,0.0,140.09456344
1.0,2.0,7.0,0.0,1.0,0.0,0.0,140.09456344
1.0,2.0,7.0,0.0,1.0,0.0,0.0,171.73812732
1.0,2.0,7.0,0.0,1.0,1.0,1.0,140.09456344
1.0,1.0,7.0,0.0,1.0,1.0,1.0,100.0
1.0,0.0,7.0,0.0,1.0,0.0,0.0,100.0
1.0,12.0,12.0,0.0,0.0,0.0,0.0,-31.12133436000002
1.0,12.0,12.0,0.0,0.0,1.0,0.0,-31.12133436000002
1.0,12.0,12.0,0.0,0.0,0.0,0.0,-31.12133436000002
1.0,12.0,12.0,0.0,0.0,0.0,0.0,-31.12133436000002
1.0,12.0,12.0,0.0,0.0,0.0,0.0,-31.12133436000002
1.0,12.0,12.0,0.0,0.0,0.0,0.0,-30.12133436000002
1.0,12.0,12.0,0.0,0.0,0.0,0.0,-59.36528256000002
1.0,12.0,12.0,0.0,0.0,2.0,1.0,-27.721718679999974
1.0,12.0,11.0,0.0,0.0,1.0,0.0,-26.322102999999984
1.0,11.0,11.0,0.0,0.0,1.0,0.0,1.9218452000000141
1.0,10.0,11.0,0.0,0.0,0.0,1.0,-25.322102999999984
1.0,10.0,10.0,0.0,0.0,0.0,0.0,-26.322102999999984
1.0,10.0,10.0,0.0,0.0,1.0,0.0,-25.322102999999984
1.0,10.0,10.0,0.0,0.0,0.0,0.0,-54.56605119999998
1.0,10.0,10.0,0.0,0.0,2.0,1.0,-24.922487319999995
1.0,10.0,9.0,0.0,0.0,1.0,0.0,-53.16643551999999
1.0,9.0,9.0,0.0,0.0,0.0,1.0,-53.16643551999999
1.0,9.0,8.0,0.0,0.0,0.0,0.0,-53.16643551999999
1.0,9.0,8.0,0.0,0.0,0.0,0.0,-53.16643551999999
1.0,9.0,8.0,0.0,0.0,0.0,0.0,-53.16643551999999
1.0,9.0,8.0,0.0,0.0,0.0,0.0,-52.16643551999999
1.0,9.0,8.0,0.0,0.0,0.0,0.0,-53.16643551999999
1.0,9.0,8.0,0.0,0.0,1.0,0.0,-53.16643551999999
1.0,9.0,8.0,0.0,0.0,0.0,0.0,-53.16643551999999
1.0,9.0,8.0,0.0,0.0,0.0,0.0,-52.16643551999999
1.0,9.0,8.0,0.0,0.0,0.0,0.0,-53.16643551999999
1.0,9.0,8.0,0.0,0.0,1.0,0.0,-22.522871640000005
1.0,9.0,8.0,0.0,0.0,1.0,1.0,-51.766819840000004
1.0,8.0,8.0,0.0,0.0,1.0,2.0,-50.766819840000004
1.0,8.0,7.0,0.0,0.0,0.0,1.0,-51.766819840000004
1.0,8.0,7.0,0.0,0.0,0.0,0.0,-50.766819840000004
